numero_parcelas,superficie_total_ha,porcentaje_produccion_venta,anios_actividad,edad,participa_toma_decisiones,pertenece_asociacion,usa_maquinaria,usa_semilla_certificada,tiene_certificacion_calidad,tiene_seguro_agropecuario,recibio_asistencia_tecnica,nivel_educacion,sexo,departamento,region_natural,tipo_riego_predominante,principal_destino_produccion,principal_canal_venta,tipo_riego_predominante_str,Real Label (Invented),Predicted Label,Prediction Probability (Si)
2,2.3,100.0,18,73,False,False,True,False,False,False,False,Secundaria incompleta,Mujer,PIURA,Costa,Secano,Venta,Acopiador,Gravedad,No,Si,0.9112381
2,19.0,0.0,41,59,False,False,True,False,False,False,False,Secundaria completa,Hombre,AREQUIPA,Selva,Secano,Venta,Comerciante mayorista,No especificado,Si,Si,0.9063807
6,5.47,0.0,10,63,False,False,False,False,False,False,False,Secundaria completa,Hombre,SAN MARTIN,Selva,Gravedad,Venta,Sin ventas,Gravedad,Si,Si,0.89509153
1,20.5,99.5,20,72,False,False,True,False,False,False,False,Secundaria incompleta,Hombre,HUANUCO,Selva,Gravedad,Venta,Acopiador,Gravedad,Si,Si,0.90348285
11,9.0,96.82,10,45,False,False,True,False,False,False,False,Superior universitaria completa,Hombre,AREQUIPA,Sierra,Gravedad,Venta,Comerciante minorista,No especificado,Si,Si,0.91058254
1,5.05,100.0,40,50,False,False,True,False,False,False,False,Secundaria completa,Hombre,CAJAMARCA,Sierra,Gravedad,Venta,Acopiador,Gravedad,No,Si,0.91389763
8,8.0,78.95,35,31,False,False,True,False,False,False,True,Secundaria completa,Hombre,HUANUCO,Costa,Secano,Venta,Acopiador,Secano,No,Si,0.91496456
2,3.5,68.75,20,54,False,False,False,False,False,False,False,Primaria completa,Mujer,AYACUCHO,Sierra,Goteo,Otro,Acopiador,Gravedad,Si,Si,0.8899999
1,26.5,0.0,20,38,False,False,True,False,False,False,False,Primaria completa,Hombre,SAN MARTIN,Costa,Secano,Venta,Comerciante minorista,Secano,No,Si,0.9128522
1,4.8,0.0,24,40,False,False,True,False,False,True,False,Secundaria completa,Mujer,ICA,Sierra,Secano,Venta,Acopiador,Gravedad,Si,Si,0.9048747
2,0.6,0.0,15,64,False,True,True,False,False,False,False,Sin nivel,Mujer,PIURA,Sierra,Gravedad,Venta,Sin ventas,Gravedad,No,Si,0.905101
3,12.71,99.4,33,46,False,False,True,False,False,False,True,Primaria completa,Hombre,LIMA,Costa,Secano,Venta,Comerciante mayorista,No especificado,Si,Si,0.9174801
5,0.25,0.0,30,39,False,True,True,False,False,False,False,Secundaria completa,Hombre,TACNA,Costa,Aspersion,Venta,Consumidor final,No especificado,Si,Si,0.90320456
2,34.8,100.0,30,52,False,False,True,False,False,False,False,Primaria completa,Mujer,TUMBES,Selva,Gravedad,Otro,Comerciante minorista,Aspersion,No,Si,0.9149826
2,0.81,0.0,32,53,False,False,True,False,False,False,False,Sin nivel,Hombre,LA LIBERTAD,Selva,Goteo,Venta,Comerciante minorista,Goteo,Si,Si,0.90575945
4,10.74,83.23,3,50,False,False,False,False,False,False,False,Superior universitaria incompleta,Hombre,JUNIN,Costa,Gravedad,Venta,Acopiador,Secano,Si,Si,0.90209144
1,11.4,0.0,3,35,False,False,True,False,False,False,False,Secundaria completa,Hombre,AREQUIPA,Costa,No especificado,Venta,Acopiador,Aspersion,Si,Si,0.9145356
4,1.16,100.0,7,65,False,True,True,False,False,False,False,Primaria incompleta,Hombre,JUNIN,Costa,Secano,Venta,Comerciante minorista,Secano,Si,Si,0.9156006
8,2.5,100.0,30,35,False,False,True,False,True,False,False,Secundaria completa,Hombre,PUNO,Costa,Gravedad,Venta,Acopiador,Gravedad,Si,Si,0.9216718
2,10.79,0.0,17,59,False,False,True,False,False,False,False,Superior universitaria completa,Hombre,HUANCAVELICA,Sierra,Secano,Otro,Sin ventas,Aspersion,No,Si,0.90445775
3,2.75,100.0,14,55,False,False,True,False,False,False,True,Secundaria incompleta,Hombre,TUMBES,Sierra,Aspersion,Venta,Comerciante mayorista,Gravedad,Si,Si,0.9143818
3,3.5,76.92,15,61,False,False,True,True,False,False,False,Primaria completa,Hombre,JUNIN,Selva,Secano,Venta,Comerciante mayorista,Gravedad,Si,Si,0.90548533
1,127.0,0.0,30,35,False,True,True,False,False,False,False,Secundaria completa,Hombre,LIMA,Costa,No especificado,Venta,Consumidor final,Secano,Si,Si,0.912011
1,11.9,74.1,30,56,False,False,True,False,False,True,False,Secundaria completa,Hombre,UCAYALI,Sierra,Secano,Venta,Acopiador,Secano,Si,Si,0.8894308
3,9.0,68.18,20,53,False,False,False,False,False,False,False,Secundaria incompleta,Hombre,UCAYALI,Selva,Secano,Venta,Comerciante minorista,Secano,Si,Si,0.86996645
2,63.0,0.0,50,61,False,False,True,False,False,False,False,Primaria incompleta,Mujer,AMAZONAS,Selva,Secano,Otro,Comerciante mayorista,Aspersion,Si,Si,0.90644294
3,5.06,0.0,15,68,False,False,False,False,False,False,False,Superior universitaria completa,Hombre,TACNA,Selva,Aspersion,Autoconsumo,Comerciante mayorista,Secano,No,Si,0.8667616
1,3.56,92.31,30,65,False,False,True,False,False,False,False,Secundaria completa,Hombre,LIMA,Costa,Secano,Venta,Comerciante mayorista,Gravedad,Si,Si,0.91002995
8,15.5,99.22,25,58,False,False,True,False,False,False,False,Secundaria completa,Hombre,AYACUCHO,Costa,Goteo,Venta,Consumidor final,Secano,Si,Si,0.91759795
4,8.2,100.0,20,50,False,False,True,False,False,False,False,Superior no universitaria completa,Mujer,PUNO,Costa,Gravedad,Autoconsumo,Comerciante mayorista,Gravedad,Si,Si,0.9216718
1,0.99,99.76,40,57,False,True,False,False,False,False,False,Primaria completa,Hombre,PASCO,Costa,Gravedad,Autoconsumo,Sin ventas,Gravedad,Si,Si,0.9006641
1,3.7,92.31,48,40,False,False,True,False,False,False,False,Secundaria completa,Hombre,LAMBAYEQUE,Selva,Secano,Venta,Comerciante mayorista,Gravedad,Si,Si,0.9100738
6,52.9,80.0,11,33,False,False,False,True,False,False,False,Superior no universitaria completa,Hombre,SAN MARTIN,Sierra,Secano,Otro,Acopiador,Secano,Si,Si,0.894974
5,2.73,99.51,35,43,False,False,True,False,False,False,True,Primaria completa,Hombre,SAN MARTIN,Sierra,Gravedad,Autoconsumo,Comerciante mayorista,Gravedad,Si,Si,0.9135951
3,18.88,0.0,23,51,False,False,True,False,False,False,False,Primaria completa,Hombre,PIURA,Sierra,Gravedad,Venta,Consumidor final,Gravedad,No,Si,0.908056
3,3.0,98.74,20,56,False,True,True,False,False,False,False,Secundaria completa,Hombre,TUMBES,Sierra,No especificado,Venta,Comerciante minorista,Gravedad,Si,Si,0.90874857
6,12.5,89.12,35,57,False,False,False,False,False,False,False,Primaria incompleta,Hombre,TACNA,Selva,Secano,Autoconsumo,Comerciante mayorista,Gravedad,Si,Si,0.89667386
2,5.0,0.0,17,50,False,False,True,False,False,False,False,Superior universitaria completa,Hombre,CAJAMARCA,Selva,Gravedad,Otro,Empresa/Agroindustria,Secano,Si,Si,0.9074034
1,12.8,0.0,42,55,False,True,True,False,False,False,False,Secundaria incompleta,Hombre,LIMA,Sierra,Secano,Venta,Comerciante minorista,Gravedad,No,Si,0.90581745
2,25.0,100.0,24,64,False,False,True,False,False,False,False,Primaria incompleta,Hombre,CUSCO,Costa,Gravedad,Venta,Comerciante mayorista,Gravedad,Si,Si,0.9206162
2,7.39,89.29,31,41,False,False,True,False,False,False,False,Primaria incompleta,Mujer,AREQUIPA,Selva,Gravedad,Venta,Sin ventas,Gravedad,Si,Si,0.90852094
3,0.66,100.0,25,37,False,False,False,False,False,False,False,Superior universitaria incompleta,Hombre,ICA,Sierra,Aspersion,Autoconsumo,Acopiador,Aspersion,Si,Si,0.9044054
1,13.0,99.52,35,72,False,False,False,True,False,False,False,Secundaria incompleta,Hombre,LA LIBERTAD,Costa,Aspersion,Otro,Comerciante mayorista,Secano,No,Si,0.8730626
2,1.8,98.15,38,48,False,False,True,False,False,False,False,Primaria incompleta,Hombre,AREQUIPA,Sierra,Secano,Venta,Comerciante mayorista,Secano,No,Si,0.90906805
1,9.5,100.0,1,39,False,False,True,False,False,False,False,Primaria incompleta,Hombre,AMAZONAS,Sierra,Goteo,Otro,Sin ventas,Aspersion,Si,Si,0.9166295
4,11.75,100.0,48,73,False,True,True,False,False,False,False,Superior no universitaria incompleta,Hombre,APURIMAC,Sierra,Secano,Venta,Consumidor final,Aspersion,Si,Si,0.8996688
7,1.8,0.0,3,72,False,False,False,False,False,False,False,Superior universitaria incompleta,Mujer,AYACUCHO,Costa,Gravedad,Venta,Consumidor final,Gravedad,Si,Si,0.86118656
1,12.5,99.61,35,46,False,False,True,False,False,False,False,Secundaria completa,Hombre,AYACUCHO,Costa,Aspersion,Autoconsumo,Comerciante mayorista,Gravedad,Si,Si,0.9194238
3,3.5,100.0,15,45,False,False,True,False,False,False,False,Secundaria incompleta,Hombre,AREQUIPA,Sierra,Gravedad,Otro,Sin ventas,No especificado,Si,Si,0.91389763
1,0.74,91.92,20,42,False,False,True,False,False,False,False,Primaria completa,Hombre,ICA,Selva,Secano,Venta,Acopiador,Secano,Si,Si,0.90823597
3,15.2,100.0,12,76,False,False,False,False,False,False,False,Secundaria completa,Hombre,MOQUEGUA,Costa,Aspersion,Venta,Sin ventas,Aspersion,Si,Si,0.8899345
1,7.55,100.0,40,46,False,False,True,False,False,False,False,Secundaria completa,Mujer,PUNO,Costa,Gravedad,Venta,Acopiador,Gravedad,Si,Si,0.9216718
1,23.0,0.0,20,54,False,False,False,True,False,False,False,Primaria completa,Mujer,ICA,Selva,Gravedad,Otro,Sin ventas,Secano,Si,Si,0.88613
3,32.0,34.92,18,54,False,False,True,True,False,False,False,Primaria completa,Hombre,AMAZONAS,Sierra,Gravedad,Autoconsumo,Sin ventas,Secano,No,Si,0.9089389
3,2.68,99.96,27,49,False,False,False,False,False,False,False,Secundaria completa,Hombre,AYACUCHO,Costa,Secano,Venta,Sin ventas,Gravedad,Si,Si,0.9045471
1,67.0,0.0,8,41,False,False,True,False,False,True,True,Secundaria incompleta,Mujer,PUNO,Selva,Otro,Venta,Acopiador,Gravedad,Si,Si,0.9095509
2,1.14,99.57,18,32,False,False,True,False,False,False,False,Primaria incompleta,Hombre,PIURA,Selva,Secano,Otro,Sin ventas,Otro,Si,Si,0.90949047
1,3.8,100.0,30,71,False,False,True,False,False,False,False,Secundaria completa,Mujer,PUNO,Costa,Secano,Venta,Comerciante mayorista,Secano,Si,Si,0.9084479
10,37.0,79.27,30,49,False,False,True,False,False,False,False,Secundaria completa,Mujer,UCAYALI,Selva,Secano,Venta,Sin ventas,Gravedad,Si,Si,0.8959613
4,1.6,100.0,13,60,False,False,True,False,False,False,False,Secundaria incompleta,Hombre,JUNIN,Costa,Secano,Venta,Comerciante mayorista,Secano,Si,Si,0.9190566
7,6.0,100.0,30,45,False,False,True,False,False,False,True,Superior no universitaria completa,Hombre,PIURA,Costa,Gravedad,Venta,Comerciante minorista,No especificado,Si,Si,0.92104864
1,44.7,100.0,30,72,False,True,True,False,False,False,False,Secundaria completa,Hombre,SAN MARTIN,Costa,Goteo,Venta,Comerciante mayorista,Secano,Si,Si,0.9103724
1,5.0,0.0,15,32,False,True,True,True,False,False,False,Superior no universitaria incompleta,Mujer,LA LIBERTAD,Selva,Secano,Venta,Acopiador,Gravedad,Si,Si,0.90663207
2,3.0,0.0,30,68,False,False,True,False,False,False,False,Primaria incompleta,Hombre,AYACUCHO,Costa,Goteo,Venta,Acopiador,No especificado,Si,Si,0.9030612
2,5.0,99.97,6,54,False,False,True,False,False,False,False,Superior universitaria incompleta,Hombre,PIURA,Costa,Goteo,Venta,Acopiador,No especificado,Si,Si,0.9213505
1,3.58,20.46,38,35,False,False,True,False,False,False,False,Primaria completa,Hombre,CUSCO,Costa,Aspersion,Venta,Acopiador,Gravedad,Si,Si,0.9145356
3,7.18,99.82,25,43,False,False,True,False,False,False,True,Secundaria incompleta,Mujer,ANCASH,Costa,Gravedad,Venta,Comerciante mayorista,Secano,No,Si,0.91719574
1,6.0,0.0,31,47,False,False,True,False,False,False,True,Secundaria completa,Hombre,JUNIN,Costa,Secano,Autoconsumo,Sin ventas,Gravedad,Si,Si,0.9135108
2,6.31,93.33,55,47,False,True,True,False,False,False,False,Secundaria completa,Hombre,TACNA,Sierra,Mangas,Venta,Acopiador,Goteo,Si,Si,0.9058431
1,10.0,67.85,15,34,False,True,True,False,False,False,False,Superior universitaria completa,Hombre,JUNIN,Sierra,Secano,Otro,Acopiador,Secano,Si,Si,0.9090622
2,3.3,32.26,16,60,False,False,True,False,False,False,False,Secundaria incompleta,Mujer,PIURA,Costa,Gravedad,Venta,Comerciante minorista,Secano,No,Si,0.91306126
7,10.3,100.0,24,68,False,False,False,True,False,False,False,Superior no universitaria incompleta,Hombre,AREQUIPA,Selva,Secano,Venta,Comerciante minorista,Secano,No,Si,0.88305646
3,3.89,94.0,22,41,False,True,True,False,False,False,True,Primaria completa,Hombre,LA LIBERTAD,Selva,Gravedad,Venta,Asociación/Cooperativa,Secano,No,Si,0.91159475
1,35.0,0.0,18,52,False,False,True,True,False,False,False,Primaria completa,Hombre,AYACUCHO,Sierra,Gravedad,Autoconsumo,Comerciante mayorista,Aspersion,Si,Si,0.908056
4,3.0,100.0,25,65,False,False,True,False,False,False,False,Secundaria completa,Hombre,JUNIN,Sierra,Secano,Venta,Sin ventas,Secano,No,Si,0.90302825
1,0.75,99.94,25,38,False,False,True,False,False,False,False,Secundaria completa,Hombre,AREQUIPA,Costa,No especificado,Venta,Comerciante minorista,Secano,Si,Si,0.92072505
3,13.0,100.0,10,55,False,False,True,False,False,False,False,Primaria incompleta,Hombre,TUMBES,Costa,Secano,Venta,Comerciante mayorista,Gravedad,Si,Si,0.9190566
1,17.0,100.0,31,56,False,False,True,False,False,False,False,Primaria completa,Hombre,PASCO,Selva,No especificado,Venta,Acopiador,Gravedad,No,Si,0.9148718
4,0.21,98.06,12,60,False,False,True,False,False,False,False,Secundaria completa,Hombre,JUNIN,Sierra,Gravedad,Venta,Consumidor final,Secano,No,Si,0.9102812
2,3.5,91.98,33,58,False,False,True,False,False,False,False,Secundaria completa,Mujer,SAN MARTIN,Selva,Gravedad,Venta,Sin ventas,Aspersion,Si,Si,0.90893996
2,11.0,99.73,45,43,False,True,True,True,False,False,False,Superior no universitaria completa,Hombre,AYACUCHO,Sierra,Secano,Venta,Sin ventas,Gravedad,Si,Si,0.912381
2,7.5,100.0,30,37,False,False,False,False,False,False,False,Secundaria completa,Hombre,AMAZONAS,Selva,Aspersion,Venta,Comerciante minorista,Gravedad,No,Si,0.9013788
3,8.0,100.0,10,43,False,False,False,False,False,False,False,Superior no universitaria completa,Hombre,TUMBES,Selva,Gravedad,Otro,Empresa/Agroindustria,Secano,Si,Si,0.9066072
6,76.0,99.13,26,60,False,False,True,False,False,False,False,Secundaria completa,Mujer,AYACUCHO,Costa,Gravedad,Venta,Comerciante minorista,Goteo,Si,Si,0.9162277
2,4.5,99.75,9,49,False,False,True,False,False,False,False,Superior no universitaria incompleta,Mujer,AMAZONAS,Sierra,Goteo,Venta,Sin ventas,Secano,Si,Si,0.9123014
8,3.0,91.53,20,56,False,False,True,False,False,False,False,Primaria incompleta,Hombre,AMAZONAS,Costa,Gravedad,Autoconsumo,Comerciante mayorista,No especificado,No,Si,0.9166079
3,3.8,96.54,10,44,False,False,True,False,False,False,False,Primaria incompleta,Hombre,AREQUIPA,Selva,Secano,Autoconsumo,Comerciante minorista,No especificado,Si,Si,0.90835464
2,1.0,98.33,5,63,False,False,True,False,False,False,False,Primaria incompleta,Hombre,SAN MARTIN,Sierra,Secano,Venta,Comerciante mayorista,Gravedad,Si,Si,0.90860564
6,16.0,90.23,3,41,False,False,False,False,False,False,False,Superior universitaria completa,Hombre,JUNIN,Sierra,Secano,Otro,Acopiador,Gravedad,Si,Si,0.9028618
1,7.71,88.89,10,57,False,False,True,False,False,False,False,Secundaria completa,Hombre,JUNIN,Sierra,Secano,Venta,Acopiador,Gravedad,Si,Si,0.9073457
9,8.0,1.45,30,52,False,False,True,False,False,False,False,Primaria completa,Hombre,JUNIN,Costa,Aspersion,Venta,Acopiador,No especificado,No,Si,0.9136699
2,5.0,87.5,5,62,False,True,True,False,False,False,False,Primaria incompleta,Hombre,AYACUCHO,Costa,Secano,Venta,Acopiador,Gravedad,Si,Si,0.9142078
2,20.0,0.0,13,72,False,False,True,False,False,False,False,Primaria incompleta,Hombre,LAMBAYEQUE,Sierra,Gravedad,Venta,Acopiador,Secano,No,Si,0.9003483
4,14.0,11.76,45,72,False,False,True,False,False,False,False,Superior universitaria completa,Hombre,APURIMAC,Selva,Otro,Otro,Acopiador,No especificado,Si,Si,0.8893832
2,8.76,0.0,10,30,False,False,True,False,False,False,False,Secundaria incompleta,Hombre,CAJAMARCA,Sierra,Gravedad,Autoconsumo,Asociación/Cooperativa,Gravedad,Si,Si,0.90961593
12,4.7,91.32,20,41,False,False,True,False,False,False,False,Secundaria incompleta,Hombre,CAJAMARCA,Costa,Goteo,Venta,Acopiador,Gravedad,Si,Si,0.917481
5,0.05,75.28,8,59,False,False,True,False,False,False,True,Superior universitaria incompleta,Hombre,AYACUCHO,Costa,Secano,Venta,Acopiador,No especificado,Si,Si,0.91260374
1,3.35,0.0,52,61,False,False,True,False,False,False,False,Primaria incompleta,Hombre,JUNIN,Selva,Secano,Venta,Sin ventas,Gravedad,Si,Si,0.9008306
1,10.36,0.0,25,56,False,False,True,False,False,False,False,Secundaria incompleta,Mujer,SAN MARTIN,Costa,Gravedad,Venta,Acopiador,Secano,Si,Si,0.91306126
1,10.95,0.0,35,60,False,False,True,False,False,False,False,Secundaria incompleta,Mujer,PUNO,Sierra,Secano,Venta,Acopiador,Secano,Si,Si,0.9063807
1,29.5,58.69,15,60,False,False,True,False,False,False,False,Secundaria completa,Mujer,PIURA,Costa,Aspersion,Otro,Acopiador,Secano,Si,Si,0.9127643
6,21.0,0.0,9,47,False,False,True,False,False,False,False,Secundaria incompleta,Hombre,PUNO,Costa,Gravedad,Venta,Consumidor final,Gravedad,No,Si,0.9135242
2,5.38,0.0,35,63,False,False,True,False,False,False,False,Primaria completa,Hombre,AREQUIPA,Costa,Gravedad,Venta,Comerciante mayorista,Secano,Si,Si,0.91306126
1,8.0,89.02,25,57,False,False,True,False,False,False,False,Secundaria completa,Hombre,PIURA,Selva,Gravedad,Venta,Comerciante mayorista,Gravedad,Si,Si,0.90902096
30,7.1,85.85,25,47,False,False,True,False,False,False,False,Primaria completa,Hombre,CUSCO,Sierra,Secano,Venta,Comerciante mayorista,Gravedad,No,Si,0.90660936
8,20.0,0.0,28,36,False,False,True,False,False,False,False,Primaria incompleta,Hombre,HUANCAVELICA,Sierra,Gravedad,Venta,Comerciante mayorista,Gravedad,No,Si,0.9076238
1,48.0,90.68,30,42,False,False,False,False,False,False,False,Superior no universitaria completa,Hombre,HUANUCO,Selva,Gravedad,Autoconsumo,Comerciante mayorista,Gravedad,Si,Si,0.88925
1,7.18,96.57,42,62,False,False,True,False,False,False,False,Superior universitaria incompleta,Hombre,HUANUCO,Sierra,Gravedad,Otro,Comerciante mayorista,Goteo,Si,Si,0.9087829
7,0.18,0.0,0,45,False,False,True,False,False,False,False,Secundaria incompleta,Hombre,ANCASH,Costa,Otro,Venta,Consumidor final,Secano,Si,Si,0.8956866
2,9.0,100.0,14,59,False,False,True,False,False,False,False,Superior no universitaria completa,Hombre,SAN MARTIN,Selva,Secano,Venta,Comerciante mayorista,Gravedad,Si,Si,0.91100335
11,5.5,99.92,28,53,False,False,True,False,False,False,False,Primaria incompleta,Hombre,ICA,Costa,Gravedad,Venta,Sin ventas,Secano,Si,Si,0.9200708
4,7.0,96.85,46,70,False,False,True,False,False,False,False,Secundaria incompleta,Hombre,ICA,Costa,Gravedad,Otro,Acopiador,Gravedad,Si,Si,0.9091627
6,15.3,98.28,30,59,False,True,True,False,False,False,False,Secundaria incompleta,Hombre,ICA,Selva,Gravedad,Venta,Comerciante minorista,Secano,Si,Si,0.91243905
3,7.08,47.01,37,58,False,False,True,False,False,False,False,Primaria completa,Hombre,AYACUCHO,Sierra,Secano,Venta,Acopiador,Gravedad,Si,Si,0.90388656
1,7.5,98.28,33,43,False,False,True,False,False,False,False,Primaria incompleta,Mujer,ICA,Sierra,Gravedad,Autoconsumo,Acopiador,Secano,Si,Si,0.9102812
2,3.1,57.32,6,64,False,False,True,False,False,False,False,Primaria completa,Hombre,AYACUCHO,Selva,Goteo,Venta,Consumidor final,Gravedad,Si,Si,0.9047796
6,3.63,100.0,16,54,False,False,True,True,False,False,False,Secundaria completa,Hombre,AREQUIPA,Selva,Gravedad,Venta,Comerciante minorista,Aspersion,Si,Si,0.91319335
1,5.06,0.0,22,41,False,True,True,False,False,False,False,Secundaria completa,Mujer,PIURA,Costa,No especificado,Venta,Sin ventas,No especificado,Si,Si,0.9136699
8,1.3,0.0,35,67,False,False,True,False,False,False,False,Primaria completa,Hombre,AYACUCHO,Selva,Secano,Venta,Comerciante mayorista,Secano,Si,Si,0.8884127
6,2.0,0.0,7,51,False,False,True,False,False,False,False,Primaria completa,Hombre,JUNIN,Sierra,Secano,Venta,Comerciante mayorista,Secano,Si,Si,0.9054125
4,0.53,100.0,48,47,False,True,True,False,False,False,False,Secundaria incompleta,Hombre,TUMBES,Selva,No especificado,Otro,Acopiador,Secano,Si,Si,0.9102321
2,3.0,91.95,10,47,False,False,True,False,False,False,False,Secundaria completa,Mujer,UCAYALI,Selva,Otro,Autoconsumo,Comerciante mayorista,Aspersion,Si,Si,0.83975464
1,6.0,99.69,7,67,False,False,True,False,False,False,False,Secundaria completa,Hombre,AREQUIPA,Sierra,Secano,Autoconsumo,Comerciante mayorista,Secano,Si,Si,0.8963
1,2.0,4.76,20,56,False,False,False,False,False,False,True,Sin nivel,Hombre,PIURA,Costa,Secano,Venta,Sin ventas,Gravedad,Si,Si,0.8860098
1,139.55,100.0,8,56,False,False,True,False,False,False,False,Primaria completa,Hombre,CAJAMARCA,Costa,Gravedad,Venta,Acopiador,Gravedad,Si,Si,0.920259
4,7.5,95.61,25,27,False,True,True,False,False,False,False,Primaria completa,Hombre,APURIMAC,Sierra,Secano,Autoconsumo,Comerciante mayorista,Secano,Si,Si,0.90906805
2,68.0,0.0,13,58,False,False,True,False,False,False,True,Primaria completa,Hombre,AREQUIPA,Selva,Gravedad,Venta,Empresa/Agroindustria,Secano,Si,Si,0.90891623
1,8.25,100.0,40,38,False,False,True,False,False,False,False,Secundaria completa,Hombre,PIURA,Selva,Aspersion,Venta,Sin ventas,Gravedad,No,Si,0.91350406
2,1.23,100.0,45,54,False,False,True,False,False,False,False,Secundaria incompleta,Hombre,TACNA,Selva,Gravedad,Venta,Sin ventas,Gravedad,Si,Si,0.9133783
23,3.35,0.0,28,56,False,False,True,False,False,False,True,Secundaria completa,Hombre,LA LIBERTAD,Sierra,Gravedad,Venta,Sin ventas,Gravedad,Si,Si,0.9070122
3,1.4,99.48,20,62,False,True,False,False,False,False,False,Primaria completa,Hombre,TACNA,Costa,Gravedad,Venta,Acopiador,Secano,Si,Si,0.9032994
1,1.25,94.29,5,47,False,False,False,False,False,False,False,Primaria incompleta,Hombre,HUANUCO,Costa,Aspersion,Venta,Comerciante mayorista,No especificado,No,Si,0.90022725
3,3.95,0.0,29,40,False,False,True,False,False,False,False,Secundaria completa,Hombre,HUANCAVELICA,Selva,Gravedad,Otro,Acopiador,Goteo,Si,Si,0.9036646
2,68.0,0.0,30,57,False,False,True,False,False,False,False,Secundaria incompleta,Hombre,MADRE DE DIOS,Costa,Gravedad,Otro,Acopiador,Otro,No,Si,0.9115081
3,129.0,6.6,30,52,False,False,True,False,False,False,False,Secundaria completa,Hombre,ICA,Selva,Gravedad,Venta,Sin ventas,Gravedad,Si,Si,0.908056
1,4.05,0.0,15,51,False,False,True,False,False,False,False,Superior no universitaria completa,Hombre,AYACUCHO,Costa,No especificado,Autoconsumo,Asociación/Cooperativa,Gravedad,Si,Si,0.9136699
1,3.0,100.0,41,58,False,True,True,False,False,False,False,Secundaria incompleta,Hombre,LA LIBERTAD,Costa,Gravedad,Venta,Acopiador,Gravedad,No,Si,0.9216718
10,5.37,0.0,26,54,False,False,False,False,False,False,True,Primaria incompleta,Hombre,MOQUEGUA,Selva,Aspersion,Venta,Acopiador,Secano,Si,Si,0.8914125
2,440.0,0.0,39,67,False,True,True,False,False,False,False,Superior universitaria completa,Hombre,CAJAMARCA,Costa,Secano,Venta,Acopiador,Secano,Si,Si,0.9062644
1,0.95,97.97,50,59,False,False,True,False,False,False,False,Secundaria completa,Mujer,ICA,Costa,No especificado,Venta,Sin ventas,Gravedad,Si,Si,0.9138378
4,0.25,12.25,13,54,False,False,False,False,False,False,False,Secundaria completa,Hombre,PUNO,Sierra,Secano,Venta,Empresa/Agroindustria,No especificado,Si,Si,0.89521235
1,2.08,58.25,50,35,False,False,True,False,False,False,False,Primaria completa,Hombre,LAMBAYEQUE,Costa,Secano,Venta,Sin ventas,Secano,Si,Si,0.9146844
2,11.37,100.0,20,38,False,False,True,False,False,False,False,Primaria incompleta,Hombre,LIMA,Costa,Gravedad,Autoconsumo,Acopiador,Secano,Si,Si,0.9216718
3,7.0,0.0,20,52,False,True,True,False,True,False,False,Secundaria completa,Hombre,HUANUCO,Selva,No especificado,Venta,Sin ventas,Gravedad,No,Si,0.9041937
11,10.6,55.56,5,46,False,False,False,False,False,False,False,Secundaria completa,Mujer,AMAZONAS,Costa,Secano,Otro,Acopiador,Gravedad,No,Si,0.9019537
3,80.0,46.78,50,56,False,False,False,False,False,False,False,Primaria completa,Hombre,JUNIN,Selva,No especificado,Autoconsumo,Empresa/Agroindustria,Gravedad,Si,Si,0.88354063
2,6.44,99.62,2,43,False,False,True,False,False,False,False,Primaria incompleta,Hombre,AYACUCHO,Sierra,Aspersion,Venta,Comerciante mayorista,Aspersion,Si,Si,0.91144806
1,2.43,100.0,36,70,False,False,True,False,False,False,False,Primaria incompleta,Hombre,LORETO,Costa,Gravedad,Otro,Empresa/Agroindustria,Gravedad,Si,Si,0.9110819
1,5.7,100.0,13,47,False,False,True,False,False,False,False,Primaria incompleta,Hombre,SAN MARTIN,Sierra,Secano,Venta,Comerciante mayorista,Gravedad,Si,Si,0.91149926
2,2.5,100.0,25,64,False,False,True,False,False,False,True,Secundaria incompleta,Hombre,PIURA,Sierra,Gravedad,Venta,Acopiador,Goteo,Si,Si,0.9151633
2,6.0,99.49,25,53,False,False,False,True,False,False,False,Primaria completa,Hombre,LORETO,Sierra,Gravedad,Venta,Comerciante mayorista,Secano,Si,Si,0.8992247
1,9.3,99.25,1,47,False,False,True,False,False,False,False,Secundaria completa,Mujer,AYACUCHO,Sierra,Gravedad,Venta,Sin ventas,Aspersion,Si,Si,0.9126255
2,10.7,100.0,27,30,False,False,False,False,False,True,False,Superior universitaria completa,Mujer,PIURA,Costa,Secano,Venta,Comerciante minorista,Gravedad,Si,Si,0.9000979
8,4.0,95.94,7,62,False,False,True,False,False,False,False,Secundaria completa,Hombre,APURIMAC,Costa,Otro,Venta,Comerciante mayorista,Gravedad,No,Si,0.91759795
2,9.5,100.0,15,52,False,False,True,False,False,False,False,Secundaria completa,Hombre,APURIMAC,Costa,Otro,Venta,Comerciante mayorista,Gravedad,Si,Si,0.9213505
3,0.9,99.22,29,42,False,False,True,False,False,False,True,Secundaria completa,Hombre,AREQUIPA,Costa,Gravedad,Autoconsumo,Asociación/Cooperativa,Gravedad,Si,Si,0.91835266
14,6.4,0.0,20,61,False,True,True,False,False,False,False,Secundaria completa,Mujer,UCAYALI,Costa,Gravedad,Venta,Comerciante mayorista,Gravedad,Si,Si,0.8557078
