numero_parcelas,superficie_total_ha,porcentaje_produccion_venta,anios_actividad,edad,participa_toma_decisiones,pertenece_asociacion,usa_maquinaria,usa_semilla_certificada,tiene_certificacion_calidad,tiene_seguro_agropecuario,recibio_asistencia_tecnica,nivel_educacion,sexo,departamento,region_natural,tipo_riego_predominante,principal_destino_produccion,principal_canal_venta,tipo_riego_predominante_str
14,2.85,99.3,14,61,False,True,True,False,False,False,False,Secundaria completa,Hombre,SAN MARTIN,Sierra,Secano,Otro,Comerciante minorista,Aspersion
2,3.2,0.0,37,57,False,False,True,False,False,False,False,Secundaria completa,Hombre,JUNIN,Selva,Gravedad,Venta,Comerciante minorista,Gravedad
3,1.0,0.0,23,39,False,True,True,False,False,False,False,Secundaria completa,Hombre,JUNIN,Sierra,Secano,Venta,Empresa/Agroindustria,Secano
3,2.01,100.0,50,69,False,False,True,False,False,False,True,Primaria completa,Hombre,SAN MARTIN,Selva,Secano,Venta,Sin ventas,No especificado
4,40.0,62.79,30,58,False,False,True,False,False,False,False,Secundaria completa,Hombre,MOQUEGUA,Costa,Gravedad,Venta,Comerciante mayorista,No especificado
1,22.0,0.75,15,52,False,False,True,False,False,False,False,Secundaria incompleta,Hombre,AMAZONAS,Costa,Otro,Otro,Acopiador,Secano
3,21.0,74.76,32,39,False,True,True,False,False,False,False,Secundaria completa,Hombre,LAMBAYEQUE,Selva,Aspersion,Otro,Acopiador,Gravedad
9,3.06,0.0,21,75,False,True,True,False,False,False,False,Secundaria completa,Hombre,LORETO,Sierra,Secano,Autoconsumo,Empresa/Agroindustria,Gravedad
2,4.63,99.38,40,47,False,False,True,False,False,False,False,Primaria incompleta,Hombre,JUNIN,Selva,Secano,Venta,Comerciante mayorista,Gravedad
1,8.75,92.27,39,52,False,False,False,False,False,False,False,Superior no universitaria incompleta,Hombre,ICA,Selva,Gravedad,Venta,Comerciante mayorista,Gravedad
3,1.95,100.0,30,53,False,False,False,False,False,False,False,Secundaria incompleta,Hombre,MADRE DE DIOS,Sierra,Secano,Venta,Sin ventas,No especificado
2,4.62,77.22,35,53,False,False,False,False,False,False,False,Secundaria completa,Hombre,CAJAMARCA,Selva,Gravedad,Venta,Sin ventas,Gravedad
2,61.3,95.63,20,32,False,False,True,False,False,False,False,Secundaria incompleta,Hombre,UCAYALI,Costa,Gravedad,Autoconsumo,Comerciante mayorista,Gravedad
4,2.4,100.0,30,34,False,False,False,True,False,False,False,Secundaria completa,Hombre,SAN MARTIN,Sierra,Aspersion,Venta,Empresa/Agroindustria,Gravedad
8,0.6,97.32,35,42,False,False,False,False,False,False,False,Secundaria completa,Mujer,JUNIN,Selva,No especificado,Otro,Sin ventas,Gravedad
2,3.0,68.59,38,46,False,False,True,False,False,False,False,Superior universitaria incompleta,Hombre,LIMA,Sierra,Secano,Venta,Acopiador,Gravedad
1,5.13,99.22,25,39,False,False,True,False,False,False,False,Primaria completa,Hombre,CAJAMARCA,Costa,Secano,Venta,Consumidor final,Secano
1,3.0,43.49,23,54,False,False,True,False,False,False,False,Superior universitaria completa,Hombre,JUNIN,Costa,Gravedad,Venta,Empresa/Agroindustria,Secano
2,1.28,88.07,5,53,False,False,True,False,False,False,False,Primaria completa,Hombre,AREQUIPA,Costa,Goteo,Venta,Consumidor final,Gravedad
3,12.0,100.0,36,64,False,False,True,False,False,False,False,Secundaria incompleta,Hombre,ICA,Costa,Gravedad,Venta,Comerciante mayorista,Gravedad
6,3.1,96.57,30,56,False,False,False,False,False,False,False,Secundaria completa,Hombre,TUMBES,Costa,Secano,Otro,Consumidor final,Gravedad
5,4.41,91.2,15,42,False,False,True,False,False,False,False,Secundaria completa,Hombre,APURIMAC,Costa,Gravedad,Otro,Acopiador,No especificado
2,36.25,99.83,36,52,False,False,True,True,False,False,False,Secundaria completa,Hombre,SAN MARTIN,Sierra,Gravedad,Venta,Comerciante minorista,Gravedad
3,8.0,98.86,21,58,False,False,True,False,False,False,False,Primaria completa,Hombre,LA LIBERTAD,Costa,Gravedad,Autoconsumo,Comerciante mayorista,Aspersion
3,14.09,0.0,2,43,False,False,True,False,False,False,False,Primaria incompleta,Hombre,CUSCO,Selva,Secano,Venta,Acopiador,Gravedad
2,37.7,0.0,14,34,False,False,True,False,False,False,False,Secundaria completa,Hombre,AREQUIPA,Sierra,Goteo,Autoconsumo,Acopiador,Secano
4,16.5,72.63,30,60,False,False,True,False,False,False,False,Secundaria completa,Hombre,HUANUCO,Sierra,Goteo,Autoconsumo,Acopiador,Gravedad
2,9.0,0.0,2,40,False,False,True,False,False,False,False,Secundaria completa,Hombre,PUNO,Costa,Secano,Venta,Comerciante minorista,Gravedad
1,9.0,100.0,17,60,False,False,True,False,False,False,False,Primaria incompleta,Hombre,PIURA,Sierra,Secano,Venta,Sin ventas,Aspersion
2,1.04,0.0,25,69,False,False,False,False,False,False,False,Secundaria completa,Hombre,AREQUIPA,Sierra,No especificado,Venta,Sin ventas,Gravedad
2,2.38,100.0,35,37,False,True,True,False,False,False,False,Secundaria incompleta,Hombre,ICA,Costa,Aspersion,Otro,Comerciante mayorista,Secano
1,3.0,100.0,40,47,False,False,True,False,False,False,True,Secundaria completa,Hombre,ANCASH,Sierra,No especificado,Venta,Sin ventas,Goteo
2,6.37,82.52,15,63,False,False,True,False,False,False,False,Superior universitaria incompleta,Hombre,PUNO,Costa,Gravedad,Venta,Empresa/Agroindustria,Secano
3,1.75,92.28,27,39,False,False,True,False,False,False,False,Primaria completa,Hombre,PUNO,Sierra,Secano,Venta,Comerciante minorista,Secano
4,12.74,87.82,47,41,False,False,False,False,False,False,False,Secundaria completa,Hombre,AREQUIPA,Selva,Gravedad,Venta,Acopiador,Gravedad
1,35.0,0.0,30,57,False,False,False,False,False,False,False,Primaria incompleta,Hombre,ANCASH,Costa,Secano,Venta,Sin ventas,Aspersion
1,53.14,0.0,25,46,False,True,True,False,False,False,False,Secundaria completa,Hombre,PIURA,Sierra,Gravedad,Autoconsumo,Comerciante minorista,Gravedad
3,7.05,99.73,10,60,False,False,False,False,False,False,False,Primaria completa,Hombre,MOQUEGUA,Sierra,Secano,Venta,Acopiador,Gravedad
1,15.1,0.0,16,35,False,False,False,False,False,False,False,Secundaria completa,Hombre,PUNO,Costa,Secano,Autoconsumo,Acopiador,Gravedad
1,6.5,100.0,13,61,False,False,False,False,False,False,False,Secundaria incompleta,Mujer,JUNIN,Costa,Gravedad,Venta,Acopiador,Gravedad
1,3.2,96.12,25,51,False,True,True,False,False,False,False,Primaria incompleta,Hombre,LIMA,Costa,Gravedad,Otro,Comerciante minorista,Secano
1,2.41,98.95,15,51,False,False,True,False,False,False,False,Primaria completa,Hombre,TUMBES,Sierra,Gravedad,Autoconsumo,Sin ventas,Secano
2,2.7,98.99,48,37,False,False,True,False,False,False,False,Primaria incompleta,Hombre,CAJAMARCA,Sierra,Gravedad,Venta,Acopiador,Aspersion
1,3.04,100.0,27,72,False,False,True,False,False,True,False,Secundaria incompleta,Hombre,AYACUCHO,Costa,Gravedad,Venta,Comerciante mayorista,Gravedad
5,0.47,99.32,38,48,False,False,True,False,False,True,False,Primaria incompleta,Hombre,SAN MARTIN,Costa,Gravedad,Otro,Comerciante mayorista,Gravedad
2,0.17,93.5,22,60,False,False,True,False,False,False,False,Secundaria completa,Hombre,ANCASH,Costa,Gravedad,Venta,Sin ventas,Aspersion
5,3.3,91.67,2,36,False,False,True,False,False,False,False,Secundaria completa,Hombre,JUNIN,Selva,Gravedad,Otro,Sin ventas,Gravedad
2,1.43,100.0,20,61,False,False,False,False,False,False,False,Primaria incompleta,Hombre,LA LIBERTAD,Costa,Otro,Venta,Comerciante minorista,Gravedad
1,1.78,64.68,43,63,False,True,True,False,False,False,False,Primaria completa,Hombre,PUNO,Sierra,Secano,Otro,Sin ventas,Secano
4,4.0,100.0,5,44,False,False,True,True,False,False,False,Primaria completa,Hombre,AMAZONAS,Selva,Secano,Venta,Acopiador,Gravedad
2,4.3,100.0,30,37,False,False,False,False,False,False,False,Secundaria completa,Hombre,AMAZONAS,Costa,Gravedad,Venta,Acopiador,Otro
2,6.0,100.0,13,41,False,False,True,False,False,False,False,Secundaria completa,Hombre,JUNIN,Sierra,Gravedad,Venta,Comerciante mayorista,Secano
1,10.0,100.0,23,62,False,False,True,False,False,False,True,Secundaria completa,Mujer,PIURA,Sierra,Gravedad,Venta,Sin ventas,Gravedad
3,1.98,0.0,45,70,False,False,True,False,False,False,False,Superior no universitaria incompleta,Hombre,LA LIBERTAD,Selva,Gravedad,Venta,Sin ventas,Goteo
4,3.8,88.12,20,52,False,False,False,False,False,False,False,Secundaria completa,Hombre,ANCASH,Sierra,Gravedad,Venta,Acopiador,Secano
2,18.7,0.0,6,78,False,False,True,False,False,False,False,Primaria completa,Hombre,ICA,Sierra,Gravedad,Venta,Sin ventas,Secano
7,0.34,94.79,22,62,False,False,True,False,False,False,False,Primaria completa,Mujer,LIMA,Sierra,Secano,Otro,Comerciante mayorista,Gravedad
2,60.0,23.18,2,63,False,False,True,False,False,False,False,Superior universitaria completa,Hombre,AMAZONAS,Costa,Goteo,Venta,Acopiador,No especificado
1,10.0,100.0,16,71,False,False,True,False,False,False,False,Secundaria incompleta,Hombre,LIMA,Sierra,Secano,Autoconsumo,Acopiador,Gravedad
8,145.0,78.29,4,62,False,False,False,False,False,False,False,Superior no universitaria completa,Hombre,MOQUEGUA,Sierra,Gravedad,Venta,Comerciante minorista,Gravedad
1,42.0,0.0,43,68,False,False,True,False,False,False,True,Primaria incompleta,Hombre,ANCASH,Selva,Gravedad,Venta,Acopiador,Goteo
2,7.6,99.94,50,35,False,True,True,False,False,False,False,Primaria completa,Hombre,JUNIN,Sierra,Secano,Venta,Acopiador,Secano
4,8.0,98.36,20,46,False,False,True,False,False,False,False,Secundaria completa,Mujer,HUANCAVELICA,Costa,Aspersion,Venta,Sin ventas,Goteo
4,3.5,91.58,19,62,False,False,True,False,False,False,False,Primaria incompleta,Hombre,SAN MARTIN,Costa,Secano,Venta,Acopiador,No especificado
7,4.41,100.0,8,48,False,False,True,False,False,False,False,Secundaria completa,Mujer,AMAZONAS,Costa,Gravedad,Venta,Comerciante mayorista,Aspersion
1,4.5,0.0,20,63,False,False,False,False,False,False,False,Secundaria completa,Hombre,CAJAMARCA,Sierra,Aspersion,Otro,Acopiador,Gravedad
1,14.8,78.67,12,58,False,False,True,False,False,False,False,Superior no universitaria completa,Hombre,HUANCAVELICA,Sierra,Gravedad,Otro,Sin ventas,Gravedad
5,5.85,100.0,7,65,False,False,False,False,False,False,False,Secundaria completa,Hombre,JUNIN,Selva,Secano,Venta,Sin ventas,Secano
3,8.46,0.0,5,54,False,False,True,False,False,False,False,Secundaria incompleta,Hombre,ANCASH,Costa,No especificado,Otro,Comerciante mayorista,No especificado
4,3.65,99.21,7,54,False,False,True,False,False,False,True,Superior no universitaria completa,Hombre,SAN MARTIN,Costa,Secano,Venta,Sin ventas,No especificado
1,3.0,99.5,5,48,False,False,True,False,False,False,True,Primaria incompleta,Hombre,APURIMAC,Sierra,Secano,Venta,Comerciante minorista,Aspersion
2,2.72,97.24,12,62,False,False,False,False,False,False,False,Secundaria completa,Hombre,LA LIBERTAD,Costa,Aspersion,Venta,Sin ventas,Gravedad
6,4.64,100.0,19,62,False,False,True,False,False,False,False,Superior no universitaria completa,Hombre,PUNO,Costa,Secano,Venta,Consumidor final,Gravedad
2,0.81,100.0,30,53,False,False,True,False,False,False,False,Primaria incompleta,Hombre,CAJAMARCA,Sierra,Secano,Venta,Comerciante mayorista,Gravedad
1,4.5,97.2,26,44,False,False,True,True,False,True,False,Primaria incompleta,Hombre,LIMA,Sierra,Gravedad,Venta,Comerciante mayorista,Gravedad
2,50.0,0.0,47,44,False,False,True,False,False,False,False,Primaria completa,Hombre,TACNA,Costa,Secano,Venta,Consumidor final,Secano
2,3.0,95.8,41,52,False,False,False,False,False,False,False,Primaria incompleta,Hombre,MOQUEGUA,Costa,Gravedad,Venta,Sin ventas,Gravedad
11,6.0,0.0,30,70,False,False,False,False,False,False,False,Primaria completa,Hombre,AREQUIPA,Sierra,Secano,Venta,Sin ventas,Secano
2,1.0,100.0,35,50,False,False,True,False,False,False,False,Primaria completa,Hombre,UCAYALI,Sierra,Gravedad,Otro,Acopiador,Gravedad
2,5.0,0.0,20,62,False,False,True,False,False,False,False,Secundaria completa,Hombre,AYACUCHO,Sierra,Gravedad,Otro,Comerciante minorista,Secano
1,11.5,30.2,25,32,False,False,True,False,False,False,True,Primaria incompleta,Hombre,AREQUIPA,Sierra,Goteo,Venta,Comerciante minorista,Gravedad
6,2.05,100.0,13,29,False,False,True,False,False,False,False,Secundaria completa,Hombre,AMAZONAS,Sierra,Gravedad,Venta,Acopiador,Aspersion
3,16.5,80.72,20,47,False,False,True,False,False,False,False,Superior no universitaria completa,Hombre,TUMBES,Sierra,No especificado,Venta,Sin ventas,Secano
1,21.5,12.92,26,30,False,False,False,False,False,False,False,Primaria completa,Hombre,JUNIN,Selva,Goteo,Venta,Acopiador,Secano
3,10.25,100.0,10,38,False,True,True,False,False,False,False,Primaria incompleta,Hombre,TUMBES,Costa,Gravedad,Venta,Asociación/Cooperativa,Gravedad
7,18.28,100.0,3,36,False,False,True,False,False,False,False,Secundaria completa,Hombre,ICA,Costa,Gravedad,Venta,Comerciante minorista,Secano
2,15.0,92.39,20,47,False,False,False,False,False,False,False,Primaria completa,Hombre,LIMA,Selva,Gravedad,Venta,Sin ventas,Gravedad
1,4.16,100.0,20,56,False,False,True,False,False,False,False,Secundaria incompleta,Hombre,UCAYALI,Costa,Gravedad,Venta,Comerciante mayorista,Gravedad
1,2.1,100.0,12,62,False,False,True,False,False,False,False,Secundaria incompleta,Hombre,LIMA,Selva,Secano,Otro,Comerciante mayorista,Secano
3,0.5,35.9,20,32,False,False,True,False,False,False,False,Primaria incompleta,Hombre,ANCASH,Costa,Secano,Otro,Comerciante mayorista,Gravedad
1,3.48,98.79,38,72,False,False,True,False,False,False,False,Secundaria completa,Hombre,LIMA,Costa,Goteo,Otro,Sin ventas,Secano
3,27.0,93.75,17,65,False,True,True,False,False,False,False,Superior universitaria completa,Hombre,ANCASH,Sierra,Secano,Venta,Comerciante mayorista,Gravedad
1,17.0,78.84,5,60,False,False,True,False,False,False,False,Secundaria incompleta,Mujer,AMAZONAS,Selva,Secano,Otro,Acopiador,Aspersion
1,9.6,86.64,32,42,False,False,False,False,False,False,False,Inicial,Hombre,PIURA,Costa,Gravedad,Venta,Sin ventas,Secano
3,1.0,98.88,25,50,False,False,True,False,False,False,False,Sin nivel,Hombre,HUANCAVELICA,Selva,Secano,Venta,Acopiador,Secano
12,6.11,99.95,34,58,False,False,True,False,False,False,False,Primaria completa,Hombre,CUSCO,Costa,Secano,Autoconsumo,Acopiador,Gravedad
2,6.0,94.31,14,52,False,False,True,False,False,False,False,Superior universitaria completa,Hombre,HUANUCO,Costa,Secano,Otro,Consumidor final,Gravedad
15,12.5,99.56,12,68,False,False,True,False,False,False,False,Superior no universitaria completa,Hombre,LA LIBERTAD,Sierra,Secano,Autoconsumo,Asociación/Cooperativa,Secano
1,1.0,85.59,2,63,False,True,True,False,False,False,False,Secundaria completa,Hombre,AYACUCHO,Selva,Gravedad,Venta,Acopiador,Secano
1,15.0,100.0,15,73,False,False,True,False,False,False,False,Superior universitaria incompleta,Hombre,MOQUEGUA,Sierra,Gravedad,Venta,Sin ventas,Gravedad
9,9.0,91.76,25,43,False,True,False,False,False,False,True,Secundaria completa,Hombre,TACNA,Costa,Gravedad,Venta,Acopiador,No especificado
1,3.0,99.13,22,43,False,False,False,True,False,False,False,Secundaria completa,Hombre,CAJAMARCA,Sierra,Secano,Otro,Comerciante mayorista,Secano
4,1.77,70.89,30,46,False,True,True,False,False,False,False,Primaria incompleta,Mujer,AREQUIPA,Selva,Gravedad,Venta,Acopiador,Secano
1,1.13,0.0,30,38,False,False,True,False,False,False,False,Secundaria completa,Hombre,AMAZONAS,Costa,Gravedad,Otro,Consumidor final,Gravedad
1,5.0,100.0,8,45,False,False,True,False,False,False,False,Primaria completa,Hombre,AMAZONAS,Costa,Gravedad,Otro,Acopiador,Otro
2,2.7,0.0,24,63,False,False,True,False,False,False,False,Secundaria completa,Mujer,CAJAMARCA,Sierra,Gravedad,Venta,Comerciante mayorista,Gravedad
3,4.16,0.0,15,66,False,False,False,False,False,False,False,Primaria completa,Hombre,CUSCO,Costa,Gravedad,Venta,Acopiador,Secano
3,2.7,96.96,35,33,False,False,True,False,False,False,False,Primaria incompleta,Hombre,SAN MARTIN,Sierra,Secano,Venta,Sin ventas,Gravedad
1,1.51,73.62,38,41,False,False,True,False,False,False,False,Secundaria incompleta,Hombre,JUNIN,Sierra,Secano,Venta,Comerciante mayorista,Gravedad
3,56.95,100.0,20,28,False,False,True,False,False,False,True,Superior no universitaria completa,Hombre,ICA,Sierra,Secano,Autoconsumo,Acopiador,Secano
2,2.3,100.0,18,73,False,False,True,False,False,False,False,Secundaria incompleta,Mujer,PIURA,Costa,Secano,Venta,Acopiador,Gravedad
2,19.0,0.0,41,59,False,False,True,False,False,False,False,Secundaria completa,Hombre,AREQUIPA,Selva,Secano,Venta,Comerciante mayorista,No especificado
6,5.47,0.0,10,63,False,False,False,False,False,False,False,Secundaria completa,Hombre,SAN MARTIN,Selva,Gravedad,Venta,Sin ventas,Gravedad
1,20.5,99.5,20,72,False,False,True,False,False,False,False,Secundaria incompleta,Hombre,HUANUCO,Selva,Gravedad,Venta,Acopiador,Gravedad
11,9.0,96.82,10,45,False,False,True,False,False,False,False,Superior universitaria completa,Hombre,AREQUIPA,Sierra,Gravedad,Venta,Comerciante minorista,No especificado
1,5.05,100.0,40,50,False,False,True,False,False,False,False,Secundaria completa,Hombre,CAJAMARCA,Sierra,Gravedad,Venta,Acopiador,Gravedad
8,8.0,78.95,35,31,False,False,True,False,False,False,True,Secundaria completa,Hombre,HUANUCO,Costa,Secano,Venta,Acopiador,Secano
2,3.5,68.75,20,54,False,False,False,False,False,False,False,Primaria completa,Mujer,AYACUCHO,Sierra,Goteo,Otro,Acopiador,Gravedad
1,26.5,0.0,20,38,False,False,True,False,False,False,False,Primaria completa,Hombre,SAN MARTIN,Costa,Secano,Venta,Comerciante minorista,Secano
1,4.8,0.0,24,40,False,False,True,False,False,True,False,Secundaria completa,Mujer,ICA,Sierra,Secano,Venta,Acopiador,Gravedad
2,0.6,0.0,15,64,False,True,True,False,False,False,False,Sin nivel,Mujer,PIURA,Sierra,Gravedad,Venta,Sin ventas,Gravedad
3,12.71,99.4,33,46,False,False,True,False,False,False,True,Primaria completa,Hombre,LIMA,Costa,Secano,Venta,Comerciante mayorista,No especificado
5,0.25,0.0,30,39,False,True,True,False,False,False,False,Secundaria completa,Hombre,TACNA,Costa,Aspersion,Venta,Consumidor final,No especificado
2,34.8,100.0,30,52,False,False,True,False,False,False,False,Primaria completa,Mujer,TUMBES,Selva,Gravedad,Otro,Comerciante minorista,Aspersion
2,0.81,0.0,32,53,False,False,True,False,False,False,False,Sin nivel,Hombre,LA LIBERTAD,Selva,Goteo,Venta,Comerciante minorista,Goteo
4,10.74,83.23,3,50,False,False,False,False,False,False,False,Superior universitaria incompleta,Hombre,JUNIN,Costa,Gravedad,Venta,Acopiador,Secano
1,11.4,0.0,3,35,False,False,True,False,False,False,False,Secundaria completa,Hombre,AREQUIPA,Costa,No especificado,Venta,Acopiador,Aspersion
4,1.16,100.0,7,65,False,True,True,False,False,False,False,Primaria incompleta,Hombre,JUNIN,Costa,Secano,Venta,Comerciante minorista,Secano
8,2.5,100.0,30,35,False,False,True,False,True,False,False,Secundaria completa,Hombre,PUNO,Costa,Gravedad,Venta,Acopiador,Gravedad
2,10.79,0.0,17,59,False,False,True,False,False,False,False,Superior universitaria completa,Hombre,HUANCAVELICA,Sierra,Secano,Otro,Sin ventas,Aspersion
3,2.75,100.0,14,55,False,False,True,False,False,False,True,Secundaria incompleta,Hombre,TUMBES,Sierra,Aspersion,Venta,Comerciante mayorista,Gravedad
3,3.5,76.92,15,61,False,False,True,True,False,False,False,Primaria completa,Hombre,JUNIN,Selva,Secano,Venta,Comerciante mayorista,Gravedad
1,127.0,0.0,30,35,False,True,True,False,False,False,False,Secundaria completa,Hombre,LIMA,Costa,No especificado,Venta,Consumidor final,Secano
1,11.9,74.1,30,56,False,False,True,False,False,True,False,Secundaria completa,Hombre,UCAYALI,Sierra,Secano,Venta,Acopiador,Secano
3,9.0,68.18,20,53,False,False,False,False,False,False,False,Secundaria incompleta,Hombre,UCAYALI,Selva,Secano,Venta,Comerciante minorista,Secano
2,63.0,0.0,50,61,False,False,True,False,False,False,False,Primaria incompleta,Mujer,AMAZONAS,Selva,Secano,Otro,Comerciante mayorista,Aspersion
3,5.06,0.0,15,68,False,False,False,False,False,False,False,Superior universitaria completa,Hombre,TACNA,Selva,Aspersion,Autoconsumo,Comerciante mayorista,Secano
1,3.56,92.31,30,65,False,False,True,False,False,False,False,Secundaria completa,Hombre,LIMA,Costa,Secano,Venta,Comerciante mayorista,Gravedad
8,15.5,99.22,25,58,False,False,True,False,False,False,False,Secundaria completa,Hombre,AYACUCHO,Costa,Goteo,Venta,Consumidor final,Secano
4,8.2,100.0,20,50,False,False,True,False,False,False,False,Superior no universitaria completa,Mujer,PUNO,Costa,Gravedad,Autoconsumo,Comerciante mayorista,Gravedad
1,0.99,99.76,40,57,False,True,False,False,False,False,False,Primaria completa,Hombre,PASCO,Costa,Gravedad,Autoconsumo,Sin ventas,Gravedad
1,3.7,92.31,48,40,False,False,True,False,False,False,False,Secundaria completa,Hombre,LAMBAYEQUE,Selva,Secano,Venta,Comerciante mayorista,Gravedad
6,52.9,80.0,11,33,False,False,False,True,False,False,False,Superior no universitaria completa,Hombre,SAN MARTIN,Sierra,Secano,Otro,Acopiador,Secano
5,2.73,99.51,35,43,False,False,True,False,False,False,True,Primaria completa,Hombre,SAN MARTIN,Sierra,Gravedad,Autoconsumo,Comerciante mayorista,Gravedad
3,18.88,0.0,23,51,False,False,True,False,False,False,False,Primaria completa,Hombre,PIURA,Sierra,Gravedad,Venta,Consumidor final,Gravedad
3,3.0,98.74,20,56,False,True,True,False,False,False,False,Secundaria completa,Hombre,TUMBES,Sierra,No especificado,Venta,Comerciante minorista,Gravedad
6,12.5,89.12,35,57,False,False,False,False,False,False,False,Primaria incompleta,Hombre,TACNA,Selva,Secano,Autoconsumo,Comerciante mayorista,Gravedad
2,5.0,0.0,17,50,False,False,True,False,False,False,False,Superior universitaria completa,Hombre,CAJAMARCA,Selva,Gravedad,Otro,Empresa/Agroindustria,Secano
1,12.8,0.0,42,55,False,True,True,False,False,False,False,Secundaria incompleta,Hombre,LIMA,Sierra,Secano,Venta,Comerciante minorista,Gravedad
2,25.0,100.0,24,64,False,False,True,False,False,False,False,Primaria incompleta,Hombre,CUSCO,Costa,Gravedad,Venta,Comerciante mayorista,Gravedad
2,7.39,89.29,31,41,False,False,True,False,False,False,False,Primaria incompleta,Mujer,AREQUIPA,Selva,Gravedad,Venta,Sin ventas,Gravedad
3,0.66,100.0,25,37,False,False,False,False,False,False,False,Superior universitaria incompleta,Hombre,ICA,Sierra,Aspersion,Autoconsumo,Acopiador,Aspersion
1,13.0,99.52,35,72,False,False,False,True,False,False,False,Secundaria incompleta,Hombre,LA LIBERTAD,Costa,Aspersion,Otro,Comerciante mayorista,Secano
2,1.8,98.15,38,48,False,False,True,False,False,False,False,Primaria incompleta,Hombre,AREQUIPA,Sierra,Secano,Venta,Comerciante mayorista,Secano
1,9.5,100.0,1,39,False,False,True,False,False,False,False,Primaria incompleta,Hombre,AMAZONAS,Sierra,Goteo,Otro,Sin ventas,Aspersion
4,11.75,100.0,48,73,False,True,True,False,False,False,False,Superior no universitaria incompleta,Hombre,APURIMAC,Sierra,Secano,Venta,Consumidor final,Aspersion
7,1.8,0.0,3,72,False,False,False,False,False,False,False,Superior universitaria incompleta,Mujer,AYACUCHO,Costa,Gravedad,Venta,Consumidor final,Gravedad
1,12.5,99.61,35,46,False,False,True,False,False,False,False,Secundaria completa,Hombre,AYACUCHO,Costa,Aspersion,Autoconsumo,Comerciante mayorista,Gravedad
3,3.5,100.0,15,45,False,False,True,False,False,False,False,Secundaria incompleta,Hombre,AREQUIPA,Sierra,Gravedad,Otro,Sin ventas,No especificado
1,0.74,91.92,20,42,False,False,True,False,False,False,False,Primaria completa,Hombre,ICA,Selva,Secano,Venta,Acopiador,Secano
3,15.2,100.0,12,76,False,False,False,False,False,False,False,Secundaria completa,Hombre,MOQUEGUA,Costa,Aspersion,Venta,Sin ventas,Aspersion
1,7.55,100.0,40,46,False,False,True,False,False,False,False,Secundaria completa,Mujer,PUNO,Costa,Gravedad,Venta,Acopiador,Gravedad
1,23.0,0.0,20,54,False,False,False,True,False,False,False,Primaria completa,Mujer,ICA,Selva,Gravedad,Otro,Sin ventas,Secano
3,32.0,34.92,18,54,False,False,True,True,False,False,False,Primaria completa,Hombre,AMAZONAS,Sierra,Gravedad,Autoconsumo,Sin ventas,Secano
3,2.68,99.96,27,49,False,False,False,False,False,False,False,Secundaria completa,Hombre,AYACUCHO,Costa,Secano,Venta,Sin ventas,Gravedad
1,67.0,0.0,8,41,False,False,True,False,False,True,True,Secundaria incompleta,Mujer,PUNO,Selva,Otro,Venta,Acopiador,Gravedad
2,1.14,99.57,18,32,False,False,True,False,False,False,False,Primaria incompleta,Hombre,PIURA,Selva,Secano,Otro,Sin ventas,Otro
1,3.8,100.0,30,71,False,False,True,False,False,False,False,Secundaria completa,Mujer,PUNO,Costa,Secano,Venta,Comerciante mayorista,Secano
10,37.0,79.27,30,49,False,False,True,False,False,False,False,Secundaria completa,Mujer,UCAYALI,Selva,Secano,Venta,Sin ventas,Gravedad
4,1.6,100.0,13,60,False,False,True,False,False,False,False,Secundaria incompleta,Hombre,JUNIN,Costa,Secano,Venta,Comerciante mayorista,Secano
7,6.0,100.0,30,45,False,False,True,False,False,False,True,Superior no universitaria completa,Hombre,PIURA,Costa,Gravedad,Venta,Comerciante minorista,No especificado
1,44.7,100.0,30,72,False,True,True,False,False,False,False,Secundaria completa,Hombre,SAN MARTIN,Costa,Goteo,Venta,Comerciante mayorista,Secano
1,5.0,0.0,15,32,False,True,True,True,False,False,False,Superior no universitaria incompleta,Mujer,LA LIBERTAD,Selva,Secano,Venta,Acopiador,Gravedad
2,3.0,0.0,30,68,False,False,True,False,False,False,False,Primaria incompleta,Hombre,AYACUCHO,Costa,Goteo,Venta,Acopiador,No especificado
2,5.0,99.97,6,54,False,False,True,False,False,False,False,Superior universitaria incompleta,Hombre,PIURA,Costa,Goteo,Venta,Acopiador,No especificado
1,3.58,20.46,38,35,False,False,True,False,False,False,False,Primaria completa,Hombre,CUSCO,Costa,Aspersion,Venta,Acopiador,Gravedad
3,7.18,99.82,25,43,False,False,True,False,False,False,True,Secundaria incompleta,Mujer,ANCASH,Costa,Gravedad,Venta,Comerciante mayorista,Secano
1,6.0,0.0,31,47,False,False,True,False,False,False,True,Secundaria completa,Hombre,JUNIN,Costa,Secano,Autoconsumo,Sin ventas,Gravedad
2,6.31,93.33,55,47,False,True,True,False,False,False,False,Secundaria completa,Hombre,TACNA,Sierra,Mangas,Venta,Acopiador,Goteo
1,10.0,67.85,15,34,False,True,True,False,False,False,False,Superior universitaria completa,Hombre,JUNIN,Sierra,Secano,Otro,Acopiador,Secano
2,3.3,32.26,16,60,False,False,True,False,False,False,False,Secundaria incompleta,Mujer,PIURA,Costa,Gravedad,Venta,Comerciante minorista,Secano
7,10.3,100.0,24,68,False,False,False,True,False,False,False,Superior no universitaria incompleta,Hombre,AREQUIPA,Selva,Secano,Venta,Comerciante minorista,Secano
